state_name,geoid,name,report_date,last_update,confirmed,confirmed_rate,deaths,mortality_rate,case_fatality_rate,recovered
Missouri,29227,Worth,2020-03-22,2020-03-22T23:45:00Z,0,0,0,0,NaN,0
Missouri,29229,Wright,2020-03-22,2020-03-22T23:45:00Z,0,0,0,0,NaN,0
Missouri,29510,St. Louis City,2020-03-22,2020-03-22T23:45:00Z,10,0.03212614007639596,0,0,0,0
Illinois,NA,Unassigned,2020-03-22,2020-03-22T23:45:00Z,2,NA,3,NA,150,0
Illinois,17001,Adams,2020-03-23,2020-03-23T23:19:34Z,1,0.015054119559817544,0,0,0,0
Illinois,17003,Alexander,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17005,Bond,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17007,Boone,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17009,Brown,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17011,Bureau,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17013,Calhoun,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17015,Carroll,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17017,Cass,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17019,Champaign,2020-03-23,2020-03-23T23:19:34Z,3,0.01432336427180016,0,0,0,0
Illinois,17021,Christian,2020-03-23,2020-03-23T23:19:34Z,1,0.03009238361770636,0,0,0,0
Illinois,17023,Clark,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17025,Clay,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17027,Clinton,2020-03-23,2020-03-23T23:19:34Z,3,0.07972786223025406,0,0,0,0
Illinois,17029,Coles,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17031,Cook,2020-03-23,2020-03-23T23:19:34Z,922,0.1765026028390884,9,0.0017229104398609496,0.9761388286334056,0
Illinois,17033,Crawford,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17035,Cumberland,2020-03-23,2020-03-23T23:19:34Z,1,0.09203865623561897,0,0,0,0
Illinois,17037,DeKalb,2020-03-23,2020-03-23T23:19:34Z,1,0.009596928982725527,0,0,0,0
Illinois,17039,De Witt,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17041,Douglas,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17043,DuPage,2020-03-23,2020-03-23T23:19:34Z,95,0.10195944589870813,0,0,0,0
Illinois,17045,Edgar,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17047,Edwards,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17049,Effingham,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17051,Fayette,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17053,Ford,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17055,Franklin,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17057,Fulton,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17059,Gallatin,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17061,Greene,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17063,Grundy,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17065,Hamilton,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17067,Hancock,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17069,Hardin,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17071,Henderson,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17073,Henry,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17075,Iroquois,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17077,Jackson,2020-03-23,2020-03-23T23:19:34Z,1,0.017079127598162283,0,0,0,0
Illinois,17079,Jasper,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17081,Jefferson,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17083,Jersey,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17085,Jo Daviess,2020-03-23,2020-03-23T23:19:34Z,1,0.045800128240359075,0,0,0,0
Illinois,17087,Johnson,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17089,Kane,2020-03-23,2020-03-23T23:19:34Z,18,0.033908586219173795,0,0,0,0
Illinois,17091,Kankakee,2020-03-23,2020-03-23T23:19:34Z,3,0.02701218249430493,0,0,0,0
Illinois,17093,Kendall,2020-03-23,2020-03-23T23:19:34Z,4,0.03209603132572657,0,0,0,0
Illinois,17095,Knox,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17097,Lake,2020-03-23,2020-03-23T23:19:34Z,96,0.13643747539506468,0,0,0,0
Illinois,17099,LaSalle,2020-03-23,2020-03-23T23:19:34Z,2,0.018115777936794048,0,0,0,0
Illinois,17101,Lawrence,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17103,Lee,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
Illinois,17105,Livingston,2020-03-23,2020-03-23T23:19:34Z,1,0.02753000770840216,0,0,0,0
Illinois,17107,Logan,2020-03-23,2020-03-23T23:19:34Z,0,0,0,0,NaN,0
