zip,count
63101,16
63102,12
63103,84
63104,95
63105,NA
63106,117
63107,78
63108,201
63109,77
63110,59
63111,91
63112,123
63113,185
63115,159
63116,269
63117,NA
63118,131
63119,NA
63120,45
63123,9
63125,NA
63130,NA
63133,NA
63136,25
63137,7
63139,91
63143,NA
63147,129
