zip,count
63101,NA
63102,NA
63103,20
63104,9
63105,NA
63106,12
63107,11
63108,13
63109,NA
63110,11
63111,7
63112,18
63113,18
63115,29
63116,19
63117,NA
63118,15
63119,NA
63120,9
63123,NA
63125,NA
63130,NA
63133,NA
63136,6
63137,NA
63139,8
63143,NA
63147,NA
