zip,count
63005,103
63011,128
63017,345
63021,281
63025,91
63026,150
63031,573
63033,617
63034,211
63038,35
63040,24
63042,155
63043,282
63044,118
63049,NA
63069,NA
63074,117
63088,37
63105,62
63114,275
63117,58
63119,243
63120,9
63121,277
63122,172
63123,266
63124,88
63125,161
63126,53
63127,23
63128,100
63129,264
63130,203
63131,92
63132,97
63133,84
63134,204
63135,200
63136,609
63137,236
63138,274
63140,10
63141,154
63143,26
63144,54
63146,193
63147,NA
63304,NA
