zip,count
63101,11
63102,5
63103,60
63104,72
63105,NA
63106,69
63107,66
63108,120
63109,54
63110,40
63111,53
63112,93
63113,149
63115,127
63116,156
63117,NA
63118,82
63119,NA
63120,33
63123,6
63125,NA
63130,NA
63133,NA
63136,17
63137,NA
63139,56
63143,NA
63147,87
