report_date,geoid,county,state,confirmed,confirmed_rate,new_confirmed,confirmed_avg,deaths,mortality_rate,new_deaths,deaths_avg,case_fatality_rate
2020-02-14,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-15,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-15,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-16,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-16,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-17,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-17,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-18,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-18,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-19,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-19,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-20,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-20,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-21,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-21,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-22,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-22,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-23,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-23,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-24,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-24,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-25,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-25,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-26,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-26,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-27,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-27,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-28,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-28,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-02-29,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-02-29,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-01,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-01,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-02,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-02,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-03,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-03,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-04,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-04,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-05,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-05,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-06,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,29189,St. Louis,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-06,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-07,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-07,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-07,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-07,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-07,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-07,29189,St. Louis,Missouri,1,0.0010013177341381258,1,0.14285714285714285,0,0,0,0,0
2020-03-07,29219,Warren,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-07,29510,St. Louis City,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-08,17005,Bond,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17013,Calhoun,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17027,Clinton,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17083,Jersey,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17117,Macoupin,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17119,Madison,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17133,Monroe,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,17163,St. Clair,Illinois,0,0,0,0,0,0,0,0,NaN
2020-03-08,29071,Franklin,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-08,29099,Jefferson,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-08,29113,Lincoln,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-08,29183,St. Charles,Missouri,0,0,0,0,0,0,0,0,NaN
2020-03-08,29189,St. Louis,Missouri,1,0.0010013177341381258,0,0.14285714285714285,0,0,0,0,0
